NU_ANO_CENSO,CO_UF,NO_MUNICIPIO,CO_IES,NO_CURSO,CO_CURSO,QT_VG_TOTAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_VG_REMANESC,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,SG_IES
2021,35.0,São Paulo,2811,Filosofia,1165863,118.0,7.0,2.0,5.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,49.0,16.0,33.0,0.0,26.0,8.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,48.0,17.0,6.0,11.0,0.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,5.0,5.0,0.0,FAPCOM
2021,35.0,São Paulo,2811,Fotografia,1182279,182.0,15.0,12.0,3.0,4.0,1.0,0.0,8.0,3.0,0.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,2.0,7.0,4.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,FAPCOM
2021,35.0,São Paulo,2811,Jornalismo,85771,190.0,35.0,20.0,15.0,23.0,9.0,0.0,5.0,7.0,0.0,29.0,5.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,8.0,1.0,0.0,7.0,150.0,98.0,52.0,0.0,124.0,18.0,5.0,0.0,1.0,1.0,1.0,20.0,1.0,9.0,2.0,0.0,118.0,40.0,25.0,15.0,0.0,30.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,38.0,1.0,0.0,FAPCOM
2021,35.0,São Paulo,2811,Produção Audiovisual,1257996,120.0,67.0,33.0,34.0,23.0,5.0,0.0,15.0,29.0,0.0,49.0,6.0,6.0,2.0,4.0,0.0,0.0,37.0,9.0,11.0,1.0,1.0,8.0,120.0,52.0,68.0,0.0,84.0,22.0,10.0,2.0,2.0,0.0,0.0,37.0,8.0,9.0,4.0,1.0,61.0,53.0,22.0,31.0,0.0,38.0,11.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,42.0,31.0,2.0,0.0,FAPCOM
2021,35.0,São Paulo,2811,Produção Multimídia,1163366,185.0,14.0,7.0,7.0,5.0,0.0,0.0,7.0,2.0,0.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,2.0,41.0,26.0,15.0,0.0,27.0,10.0,3.0,1.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,28.0,33.0,21.0,12.0,0.0,22.0,9.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,24.0,4.0,10.0,0.0,FAPCOM
2021,35.0,São Paulo,2811,Relações Públicas,85772,171.0,32.0,24.0,8.0,20.0,4.0,0.0,0.0,12.0,0.0,15.0,10.0,3.0,3.0,1.0,0.0,0.0,13.0,2.0,2.0,1.0,0.0,14.0,175.0,131.0,44.0,0.0,126.0,38.0,8.0,2.0,1.0,0.0,0.0,22.0,2.0,7.0,0.0,0.0,144.0,63.0,46.0,17.0,0.0,40.0,19.0,2.0,1.0,1.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,53.0,28.0,2.0,0.0,FAPCOM
2021,35.0,São Paulo,2811,"Rádio, Tv E Internet",85774,180.0,17.0,6.0,11.0,11.0,3.0,0.0,3.0,3.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,1.0,2.0,129.0,61.0,68.0,0.0,99.0,25.0,4.0,1.0,0.0,0.0,0.0,15.0,3.0,8.0,1.0,0.0,102.0,57.0,26.0,31.0,0.0,38.0,14.0,4.0,1.0,0.0,0.0,0.0,8.0,2.0,3.0,1.0,0.0,43.0,31.0,9.0,0.0,FAPCOM
2021,35.0,São Paulo,2886,Administração,58702,122.0,21.0,12.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,5.0,1.0,1.0,0.0,2.0,11.0,1.0,0.0,0.0,7.0,105.0,59.0,46.0,0.0,37.0,41.0,16.0,7.0,4.0,0.0,0.0,10.0,65.0,16.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,FAZP
2021,35.0,São Paulo,2886,Direito,104910,200.0,312.0,131.0,181.0,312.0,0.0,0.0,0.0,0.0,0.0,39.0,41.0,37.0,50.0,89.0,48.0,8.0,25.0,33.0,28.0,0.0,1.0,225.0,594.0,261.0,333.0,0.0,101.0,67.0,66.0,80.0,172.0,89.0,19.0,80.0,110.0,95.0,2.0,4.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,FAZP
2021,35.0,São Paulo,2886,Gestão De Recursos Humanos,1139043,400.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAZP
2021,35.0,São Paulo,2886,Pedagogia,118870,195.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,4.0,3.0,2.0,0.0,6.0,1.0,1.0,5.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,FAZP
2021,35.0,São Paulo,2886,Publicidade E Propaganda,119010,127.0,61.0,36.0,25.0,61.0,0.0,0.0,0.0,0.0,0.0,26.0,11.0,7.0,5.0,9.0,3.0,0.0,5.0,13.0,12.0,2.0,0.0,29.0,78.0,46.0,32.0,0.0,38.0,16.0,9.0,6.0,6.0,3.0,0.0,8.0,19.0,21.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,FAZP
2021,35.0,São Paulo,2886,Segurança Da Informação,1204910,194.0,45.0,18.0,27.0,45.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,12.0,6.0,8.0,3.0,1.0,1.0,11.0,5.0,0.0,0.0,28.0,41.0,18.0,23.0,0.0,8.0,7.0,10.0,4.0,8.0,3.0,1.0,1.0,14.0,3.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,FAZP
2021,35.0,São Paulo,2886,Transporte Terrestre,109438,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FAZP
2021,35.0,São Paulo,3177,Administração,57430,100.0,16.0,7.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,1.0,2.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,5.0,43.0,30.0,13.0,0.0,29.0,6.0,5.0,1.0,2.0,0.0,0.0,23.0,4.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,FADFESPSP
2021,35.0,São Paulo,3896,Administração,1159742,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,31.0,19.0,0.0,30.0,13.0,4.0,3.0,0.0,0.0,0.0,14.0,1.0,5.0,0.0,9.0,21.0,5.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,FEPAC
2021,35.0,São Paulo,3896,Comunicação Social - Publicidade E Propaganda,118362,225.0,29.0,17.0,12.0,29.0,29.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,14.0,145.0,86.0,59.0,0.0,110.0,27.0,5.0,2.0,1.0,0.0,0.0,64.0,1.0,20.0,0.0,15.0,45.0,11.0,7.0,4.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,7.0,4.0,0.0,0.0,FEPAC
2021,35.0,São Paulo,3896,Comunicação Social - Relações Públicas,118361,225.0,14.0,10.0,4.0,14.0,14.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,109.0,76.0,33.0,0.0,76.0,24.0,4.0,3.0,0.0,2.0,0.0,42.0,1.0,18.0,0.0,17.0,31.0,12.0,9.0,3.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,FEPAC
2021,35.0,São Paulo,3896,"Comunicação Social - Rádio, Tv E Internet",1161108,225.0,21.0,10.0,11.0,21.0,21.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,10.0,140.0,59.0,81.0,0.0,93.0,32.0,7.0,3.0,4.0,0.0,1.0,57.0,3.0,19.0,0.0,21.0,40.0,23.0,11.0,12.0,0.0,15.0,6.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,3.0,9.0,8.0,0.0,0.0,FEPAC
2021,35.0,São Paulo,4492,Administração,109466,300.0,13.0,9.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,12.0,8.0,4.0,0.0,6.0,1.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,FPD
2021,35.0,São Paulo,4492,Enfermagem,111070,300.0,34.0,26.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,6.0,3.0,9.0,0.0,0.0,17.0,0.0,16.0,1.0,0.0,0.0,45.0,36.0,9.0,0.0,12.0,10.0,7.0,5.0,11.0,0.0,0.0,22.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FPD
2021,35.0,São Paulo,4492,Engenharia Civil,1202348,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,FPD
2021,35.0,São Paulo,4492,Gastronomia,111046,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FPD
2021,35.0,São Paulo,4492,Pedagogia,1055334,600.0,69.0,64.0,5.0,69.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,21.0,12.0,8.0,3.0,0.0,28.0,13.0,24.0,0.0,0.0,4.0,203.0,191.0,12.0,0.0,54.0,22.0,46.0,34.0,30.0,16.0,1.0,59.0,19.0,120.0,1.0,0.0,4.0,71.0,65.0,6.0,0.0,15.0,12.0,11.0,10.0,13.0,9.0,1.0,9.0,4.0,58.0,0.0,0.0,0.0,2.0,0.0,0.0,FPD
2021,35.0,São Paulo,4492,Teologia,1185993,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,FPD
2021,35.0,São Paulo,4817,Eletrônica Industrial,117040,40.0,36.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,4.0,5.0,4.0,3.0,1.0,17.0,5.0,11.0,0.0,0.0,3.0,101.0,4.0,97.0,0.0,40.0,15.0,13.0,13.0,10.0,9.0,1.0,52.0,12.0,30.0,2.0,0.0,5.0,29.0,1.0,28.0,0.0,9.0,5.0,6.0,3.0,3.0,3.0,0.0,19.0,2.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,
2021,35.0,São Paulo,4819,Automação Industrial,110530,40.0,39.0,2.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,2.0,3.0,5.0,0.0,0.0,7.0,5.0,3.0,0.0,0.0,24.0,71.0,1.0,70.0,0.0,40.0,12.0,4.0,9.0,5.0,1.0,0.0,30.0,4.0,18.0,0.0,0.0,19.0,22.0,0.0,22.0,0.0,12.0,5.0,1.0,3.0,0.0,1.0,0.0,13.0,0.0,9.0,0.0,0.0,0.0,23.0,0.0,0.0,
2021,35.0,São Paulo,4829,Teatro,109229,118.0,47.0,31.0,16.0,47.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,1.0,1.0,0.0,0.0,0.0,38.0,2.0,2.0,2.0,0.0,3.0,166.0,116.0,50.0,0.0,130.0,23.0,8.0,4.0,0.0,1.0,0.0,128.0,3.0,16.0,4.0,0.0,15.0,48.0,38.0,10.0,0.0,33.0,8.0,4.0,2.0,0.0,1.0,0.0,41.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,
2021,35.0,São Paulo,4829,Teatro,1405463,60.0,31.0,20.0,11.0,19.0,0.0,0.0,12.0,0.0,0.0,23.0,2.0,2.0,1.0,3.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,7.0,31.0,20.0,11.0,0.0,23.0,2.0,2.0,1.0,3.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021,35.0,São Paulo,10385,Teologia,1003652,126.0,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,5.0,5.0,4.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,4.0,111.0,4.0,107.0,0.0,14.0,50.0,19.0,21.0,7.0,0.0,0.0,52.0,23.0,21.0,6.0,1.0,8.0,26.0,1.0,25.0,0.0,0.0,8.0,6.0,11.0,1.0,0.0,0.0,8.0,6.0,7.0,1.0,1.0,3.0,5.0,0.0,0.0,ITESP
2021,35.0,São Paulo,11289,Administração,118732,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,18.0,20.0,0.0,6.0,22.0,6.0,1.0,2.0,1.0,0.0,27.0,3.0,7.0,1.0,0.0,0.0,19.0,9.0,10.0,0.0,4.0,9.0,4.0,0.0,2.0,0.0,0.0,13.0,1.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,ESNS-SP
2021,35.0,São Paulo,11289,Gestão De Seguros,1405204,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,26.0,22.0,0.0,10.0,17.0,10.0,6.0,3.0,2.0,0.0,28.0,6.0,13.0,0.0,0.0,1.0,39.0,24.0,15.0,0.0,5.0,16.0,7.0,6.0,3.0,2.0,0.0,24.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,ESNS-SP
2021,35.0,São Paulo,11807,Design De Moda,1300157,157.0,48.0,43.0,5.0,34.0,7.0,0.0,0.0,7.0,0.0,43.0,3.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,3.0,2.0,0.0,1.0,117.0,103.0,14.0,0.0,98.0,13.0,4.0,1.0,1.0,0.0,0.0,100.0,2.0,9.0,5.0,0.0,1.0,21.0,20.0,1.0,0.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,IED SP
2021,35.0,São Paulo,11807,Design De Produto E Serviço,1300464,100.0,17.0,8.0,9.0,11.0,4.0,0.0,0.0,2.0,0.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,54.0,28.0,26.0,0.0,36.0,14.0,1.0,2.0,1.0,0.0,0.0,43.0,2.0,3.0,1.0,2.0,3.0,14.0,10.0,4.0,0.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,1.0,0.0,6.0,1.0,0.0,IED SP
2021,35.0,São Paulo,11807,Design Gráfico E Digital,1300465,107.0,35.0,20.0,15.0,19.0,10.0,0.0,0.0,6.0,0.0,32.0,1.0,1.0,0.0,1.0,0.0,0.0,25.0,1.0,4.0,2.0,0.0,3.0,76.0,44.0,32.0,0.0,61.0,9.0,5.0,0.0,1.0,0.0,0.0,63.0,2.0,5.0,4.0,0.0,2.0,28.0,14.0,14.0,0.0,20.0,7.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,2.0,0.0,0.0,8.0,1.0,0.0,IED SP
2021,35.0,São Paulo,12611,Música,1046448,140.0,26.0,6.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,2.0,0.0,1.0,0.0,0.0,16.0,2.0,4.0,0.0,0.0,4.0,99.0,25.0,74.0,0.0,68.0,19.0,9.0,2.0,1.0,0.0,0.0,63.0,5.0,10.0,1.0,0.0,20.0,13.0,4.0,9.0,0.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,4.0,7.0,0.0,0.0,FMSL
2021,35.0,São Paulo,13845,Interdisciplinar Em Ciências Do Trabalho,1075152,40.0,32.0,12.0,20.0,32.0,0.0,0.0,32.0,0.0,0.0,2.0,1.0,2.0,6.0,13.0,7.0,1.0,13.0,4.0,1.0,0.0,0.0,14.0,61.0,17.0,44.0,0.0,4.0,4.0,9.0,8.0,20.0,13.0,3.0,27.0,14.0,7.0,0.0,0.0,13.0,5.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,DIEESE
2021,35.0,São Paulo,14609,Sistemas Automotivos,1108738,40.0,28.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,2.0,2.0,1.0,0.0,16.0,1.0,6.0,0.0,0.0,5.0,128.0,1.0,127.0,0.0,57.0,35.0,18.0,7.0,9.0,2.0,0.0,85.0,9.0,24.0,2.0,0.0,8.0,38.0,0.0,38.0,0.0,6.0,18.0,5.0,5.0,3.0,1.0,0.0,27.0,2.0,6.0,0.0,0.0,3.0,24.0,0.0,0.0,
2021,35.0,São Paulo,15501,Gestão Da Produção Industrial,5001537,50.0,26.0,5.0,21.0,26.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,1.0,2.0,1.0,1.0,0.0,15.0,4.0,6.0,0.0,0.0,1.0,24.0,2.0,22.0,0.0,10.0,6.0,2.0,1.0,5.0,0.0,0.0,13.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,
2021,35.0,São Paulo,15501,Manutenção Industrial,1129541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,6.0,2.0,2.0,3.0,3.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,
2021,35.0,São Paulo,15502,Mecânica De Precisão,1130084,40.0,28.0,4.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,4.0,1.0,3.0,1.0,0.0,13.0,4.0,11.0,0.0,0.0,0.0,98.0,7.0,91.0,0.0,48.0,25.0,8.0,6.0,10.0,1.0,0.0,45.0,7.0,36.0,3.0,0.0,7.0,19.0,1.0,18.0,0.0,5.0,7.0,3.0,2.0,1.0,1.0,0.0,7.0,1.0,8.0,1.0,0.0,2.0,15.0,0.0,0.0,
2021,35.0,São Paulo,16864,Letras - Inglês,1156745,150.0,15.0,11.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,79.0,50.0,29.0,0.0,42.0,13.0,4.0,10.0,5.0,4.0,1.0,48.0,2.0,9.0,2.0,0.0,18.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,FCI
2021,35.0,São Paulo,16864,Letras - Inglês,1281046,78.0,8.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,26.0,17.0,9.0,0.0,15.0,7.0,1.0,0.0,3.0,0.0,0.0,15.0,0.0,1.0,1.0,0.0,9.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FCI
2021,35.0,São Paulo,17014,Direito,5000994,140.0,83.0,46.0,37.0,83.0,0.0,0.0,0.0,0.0,1.0,23.0,15.0,6.0,12.0,18.0,5.0,3.0,5.0,0.0,78.0,0.0,0.0,0.0,338.0,183.0,155.0,0.0,103.0,52.0,37.0,53.0,66.0,21.0,6.0,101.0,20.0,136.0,6.0,1.0,74.0,18.0,13.0,5.0,0.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,91.0,0.0,0.0,CSEJCDA
2021,35.0,São Paulo,17516,Alimentos,5000959,40.0,23.0,12.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,2.0,4.0,2.0,0.0,16.0,1.0,4.0,0.0,0.0,2.0,36.0,19.0,17.0,0.0,14.0,8.0,3.0,2.0,5.0,3.0,1.0,27.0,2.0,6.0,0.0,0.0,1.0,17.0,11.0,6.0,0.0,6.0,3.0,3.0,0.0,2.0,2.0,1.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021,35.0,São Paulo,17731,Ciências Da Natureza,1187706,170.0,31.0,19.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,4.0,9.0,2.0,1.0,19.0,3.0,8.0,1.0,0.0,0.0,41.0,26.0,15.0,0.0,27.0,3.0,4.0,2.0,2.0,2.0,1.0,20.0,2.0,12.0,1.0,0.0,6.0,6.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,32.0,0.0,0.0,FASESP
2021,35.0,São Paulo,17731,Ciências Humanas,1187710,108.0,35.0,16.0,19.0,35.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,3.0,4.0,10.0,4.0,0.0,20.0,3.0,9.0,0.0,1.0,2.0,62.0,31.0,31.0,0.0,33.0,5.0,3.0,4.0,11.0,6.0,0.0,37.0,6.0,12.0,0.0,0.0,7.0,18.0,10.0,8.0,0.0,10.0,3.0,1.0,1.0,2.0,1.0,0.0,11.0,1.0,3.0,0.0,0.0,3.0,26.0,0.0,0.0,FASESP
2021,35.0,São Paulo,17731,Linguagem,1187712,121.0,38.0,28.0,10.0,38.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,5.0,0.0,8.0,4.0,0.0,16.0,10.0,11.0,1.0,0.0,0.0,98.0,76.0,22.0,0.0,65.0,7.0,2.0,3.0,17.0,3.0,1.0,48.0,16.0,21.0,1.0,0.0,12.0,20.0,17.0,3.0,0.0,15.0,0.0,0.0,2.0,2.0,1.0,0.0,12.0,1.0,5.0,0.0,0.0,2.0,15.0,0.0,0.0,FASESP
